Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,RC,Tribunal,ICE,Forme Juridique,URL,Capital
AL OMRANE CASABLANCA SETTAT, promotion immobiliere - operations d'amenagement urbain et de construction - agences immobilieres," Residence Abdelmoumen, Immeuble 1, Boulevard Bir Anzarane, Derb Ghalef,",Casablanca,33.57937 : -7.63601,168869.0,Tribunal de Casablanca,1611334000034.0,Societe Anonyme,societe-al-omrane-casablanca-settat-197245, 183 896 608 
STE FASSIE DE BOIS ET MENUISERIE (SOFABEME), negoce - commerce de bois de sciage - commerce de materiaux de construction., Lot 51 Lotissement Ennamae. Q.ind. Bensouda,Fes,34.00714 : -5.052033,18755.0,Tribunal de Fes,108844000021.0,Societe a Responsabilite Limitee,societe-ste-fassie-de-bois-et-menuiserie-82617, 10 200 000 
FOODS ET GOODS, commerce de produits alimentaires et boissons, Zone Industrielle Ouled Salah Ennour 2 Lot Si 7/19,Nouaceur (M),33.60722 : -7.53758,68167.0,Tribunal de Casablanca,1524316000083.0,Societe Anonyme,societe-foods-et-goods-46994, 15 000 000 
FOUNDEVER RABAT, concessionnaire de services telephoniques, 32 Av Oqba Place Ibn Yassine Agdal,Agdal Riyad (AR),34.005059 : -6.847057,59515.0,Tribunal de Rabat,219746000057.0,SOCIETE PAR ACTIONS SIMPLIFIEE,societe-sitel-crm-153218, 300 000 
BENWAY, production d'aliment pour volailles et betail," Km 2. Route Ribaa, Douar. Ben Abid. Bp 155.",Sidi Yahya Zaer,33.829054 : -6.906017,58003.0,Tribunal de Rabat,43065000081.0,Societe a Responsabilite Limitee,societe-benway-141451, 33 500 000 
FICOSA INTERNATIONAL MAROC," la conception, le developpement, la fabrication et la commercialisation de tous types de produits et de composants pour l'industrie automobile."," Zone Franche Technopolis, Rocade Rabat, Sala Al Jadida",Sale,33.997264 : -6.736558,26391.0,Tribunal de Sale,1852717000026.0,Societe a Responsabilite Limitee a Associe Unique,societe-ficosa-international-maroc-502252, 1 075 000 
BESIX TGCC, l'etude et la construction d'une tour de grande hauteur a rabat bouregreg," Avenue Attine, Immeuble << Mahaj Ryad Center Bureaux 5eme Etage, Bureau Ndeg506, Hay Ryad",Rabat,34.015049 : -6.832719999999995,133757.0,Tribunal de Rabat,2161652000005.0,SOCIETE PAR ACTIONS SIMPLIFIEE,societe-besix-tgcc-811790, 1 000 000 
COMPAGNIE GENERALE DE REMPLISSAGE DE GAZ (COGEGAZ), production et distribution de gaz et combustibles, 32 Bd Argentine 1er Etage Rte De Serfrou,Fes-Medina (AR),34.00713 : -4.97799,24075.0,Tribunal de Fes,199986000077.0,Societe a Responsabilite Limitee,societe-compagnie-generale-de-remplissage-de-gaz-151809, 9 000 000 
LES MOULINS DE BERRECHID, minoterie industrielle, Quartier De La Gare Oncf,Berrechid (M),33.270982 : -7.584739,41.0,Tribunal de Berrechid,85491000052.0,Societe Anonyme,societe-les-moulins-de-berrechid-28542, 10 000 000 
MOULINS CHOUROUK," exploitation de moulins., - marchand importateur en gros. - entrepreneur de transport de marchandises. la promotion immobiliere. et plus generalement, toutes operations commerciales, financieres, mobilieres ou immobilieres, pouvant se rattacher directement ou indirectement a l'un des objets cites ci - dessus, ou pouvant favoriser le developpement de la societe."," Lotissement Pole Urbaine Ras El Ma Zone Industrielle Ain Chkef Miftah El Kheir Lot 15, 16 Et 17",Fes,33.9956661232 : -5.10025319622,33135.0,Tribunal de Fes,19143000052.0,Societe a Responsabilite Limitee,societe-moulins-chourouk-266046, 26 000 000 
IGOUDAR TRAVAUX (IGOTRA)," loueur de machines - outils (engins) travaux divers marchand de materiaux de const et drogrie, transporteur de marchandises", 465 Bis Bloc 7 Hay Inara Targa Hay Hassani,Marrakech-Medina (AR),33.55672 : -7.667043,13769.0,Tribunal de Marrakech,1568443000008.0,Societe a Responsabilite Limitee,societe-igoudar-travaux-120103, 35 000 000 
ELOPAK MOROCCO, imprimerier flexo uv 8 couleure," Sapino 783, Parc Industriel De Nouaceur",Casablanca,33.40905 : -7.53418,197017.0,Tribunal de Casablanca,218444000097.0,SOCIETE PAR ACTIONS SIMPLIFIEE,societe-elopak-morocco-241703, 10 000 000 
MOULINS EL WAHDA, minoterie industrielle, Ndeg4 Rue Mohammedia Quartier Industriel Dokkarat,Fes,34.0333333 : -5,18795.0,Tribunal de Fes,1548841000030.0,Societe a Responsabilite Limitee,societe-moulins-el-wahda-79342, 20 000 000 
SPECIAL BATIMENT ET TRAVAUX HAJJI (SBTH ), entrp de travaux divers de construction," Angle I, Rue Ibnou Youness Et Angle Avenue Socrate",Casablanca,33.58598 : -7.650262,141279.0,Tribunal de Casablanca,27402000062.0,Societe a Responsabilite Limitee,societe-special-batiment-et-travaux-hajji-162016, 10 000 000 
ENTREPRISE MOUSSADAK BOUCHTA (ENTREPRISE MB)," etude, planification et realisation de batiment et travaux publics"," 6, Rue Al Foustouk, Hay Riad",Rabat,33.95509 : -6.87619,61491.0,Tribunal de Rabat,1538038000032.0,Societe a Responsabilite Limitee,societe-entreprise-moussadak-bouchta-235660, 60 000 000 
FILTER SYSTEMS MAROC," fabrication et la vente de pieces et accessoires pour l'industrie automobile. notamment dans le domaine de la filtration. et generalement toute operation commerciale, industrielle, financiere, mobiliere et immobiliere pouvant se rattacher directement ou indirectement a cet objet de nature a favoriser son extension ou son developpement.", Zone Franche De Tanger Automotive City. Lot Ndeg144,Jouamaa,35.656413 : -5.690216,81769.0,Tribunal de Tanger,1907793000081.0,Societe a Responsabilite Limitee a Associe Unique,societe-filter-systems-maroc-511338, 215 548 000 
MAGHREB ACCESSOIRES, commerce de pieces detachees pour vehicules automobiles," 37, Rue Abou Soufiane (ex:rue Burger)",Casablanca,33.594255 : -7.62047,10569.0,Tribunal de Casablanca,1341940000030.0,Societe Anonyme,societe-maghreb-accessoires-69556, 40 000 000 
FOUNDEVER MAROC," la realisation d'activites, necessitant des espaces, des equipements ainsi qu'un mode de gestion et des equipes de management specifiques, de type busines process outsourcing (mpo), service client, centre de contacts (crc) consistant en, et sans que cela soit limitatif * help desk * assistance technique * hot line * gestion de back office * service client la societe pourra egalement realiser toutes les operations qui suivent : * l'achat, la vente, l'importation, l'exportation et le commerce en general de tous produits et en relation directe ou indirecte avec l'activite de la societe ; * toutes operations de commission, de courtage et de representation ; et plus generalement, toutes operations commerciales, industrielles, financieres, mobilieres ou immobilieres, se rattachant directement ou indirectement, aux activites sus enoncees ou susceptibles de favoriser le developpement de la societe.",,,33.52695 : -7.641,202539.0,Tribunal de Casablanca,1524873000079.0,SOCIETE PAR ACTIONS SIMPLIFIEE,societe-acticall-maroc-c-r-m-250792, 3 000 000 
MODES & NUANCES," -l'etude, la realisation, l'amenagement et l'exploitation de magasins lies a l'equipement de la personne et, de tous biens et services ayant un rapport direct avec l'activite. - l'achat, la vente, l'exposition, la commercialisation et la distribution de tout vetement et accessoire en detail ; - l'intermediation commerciale, la negociation et la prestation de services dans le domaine de l'equipement de la personne ; - le, negoce sous toutes ses formes, en particulier l'importation de tout materiel ou produit, par tous moyens appropries ; - la creation, l'acquisition, la location, la prise en location gerance de tous fonds de commerce, la prise a bail, l'installation, l'exploitation de tous etablissements, fonds de commerce, associations ou fondations, ateliers se rapportant a l'une ou l'autre des activites specifiees ; - et generalement, toutes operations financieres, commerciales, techniques, mobilieres ou immobilieres concernant directement ou indirectement l'objet social ci - deSSsus ou`de faciliter le developpement defini et contribuant a la realisation dudit objet.", Km 3.5 Angle Rue Rif Et Route Zaers,Souissi (AR),33.991171 : -6.828135,89913.0,Tribunal de Rabat,1434153000075.0,SOCIETE PAR ACTIONS SIMPLIFIEE,societe-modes-nuances-328487, 5 300 000 
STE DE TRAVAUX D'ADDUCTION D'EAU ET D'ASSAINISSEMENT (SOTRADEMA), travaux de genie civil, N 104 Avenue Hassan 1er (au Dessus D'izrey Optic) Bp 417 Cite Dakhla,Agadir (M),30.40944 : -9.55914,335.0,Tribunal de Agadir,1538298000093.0,Societe Anonyme,societe-ste-de-travaux-d-adduction-d-eau-et-d-assainissement-34161, 40 000 000 
THE BOSTON CONSULTING GROUP," le conseil de direction et, plus generalement, toutes operations de quelques nature qu'elles soient se rattachant directement ou indirectement a cet objet et susceptibles d'en faciliter le developpement ou la realisation, et notamment : - la creation, l'acquisition, la location, la prise en location - gerance de tous fonds de commerce, la prise a bail, l'installation, l'exploitation de tous etablissements, fonds de commerce, usines, ateliers, se rapportant a l'activite susvisee ; - la prise, l'acquisition, l'exploitation ou la cession de tous procedes et brevets concernant cette activite ; - la participation directe ou indirecte de la societe dans toutes operations financieres, immobilieres ou mobilieres et dans toutes entreprises commerciales ou industrielles pouvant se rattacher a l'objet social ou a tout objet similaire ou connexe."," Lot 65.1, Tour Cfc Cube, Main Street, Quartier Casa Anfa Hay Hassani",Hay-Hassani (AR),33.58694440000001 : -7.6111111000000164,211737.0,Tribunal de Casablanca,229957000034.0,Societe a Responsabilite Limitee a Associe Unique,societe-the-boston-consulting-group-263514, 19 000 000 
TOUTAGRI, vente de produits agricoles : engrais et semences, Route Secondaire 121 Km 10 Moulay Abdellah Route Oualidia,Moulay Abdallah,33.193651 : -8.588159,3695.0,Tribunal de Eljadida,1527417000067.0,Societe a Responsabilite Limitee,societe-toutagri-151609, 4 000 000 
AGRI TRADE MAROC," importation, fabrication et distribution de tous types d'engrais", 108 Bd Ambassadeur Ben Aicha,Casablanca,33.59949 : -7.58994,93279.0,Tribunal de Casablanca,12513000097.0,Societe Anonyme,societe-agri-trade-maroc-92848, 88 235 000 
LES GRANDES SEMOULERIES DU MAROC, semoulerie industrielle," Rue Chefchaouen, Cite Oukacha Ain Sebaa",Ain-Sebaa (AR),33.60905 : -7.55844,38757.0,Tribunal de Casablanca,83885000055.0,Societe Anonyme,societe-les-grandes-semouleries-du-maroc-58665, 185 600 000 
AGENTIS," travaux de construction, rehabilitation, de voiries et tous travaux btp. l'importation, l'exportation, la representation commerciale.-fabrication importation exportation et distribution des reactifs usages de diagnostic in vitro.", Angle Bd Biarritz Et Bd Lido Residence Jardin D'anfaimm G Etg 1 Appt 24 Ain Diab,Casablanca,33.58694440000001 : -7.6111111000000164,189711.0,Tribunal de Casablanca,99618000027.0,Societe a Responsabilite Limitee a Associe Unique,societe-agentis-191349, 25 000 000 
IMANDY MILLS," la creation, l'acquisition en vue de l'exploitation de toute unite agroalimentaire, notamment semouleries ou minoteries par tous procedes. l'importation, l'exportation, l'achat, la vente et le stockage des cereales, semoules, legumineuses et tous produits derives ainsi que ceux destines a l'alimentation du betail et du cheptel toutes operations d'importation, de commission, de representation et de consignation relative aux objets precites ainsi qu'a tous materiels et outillages d'industrie minotiere."," Douar Laasilat, Lot Ndeg 24, Commune Khyayta",Lakhiaita,33.368268 : -7.777899,9319.0,Tribunal de Berrechid,1426915000046.0,Societe a Responsabilite Limitee a Associe Unique,societe-imandy-mills-399669, 17 000 000 
LES CHANTIERS MAROCAINS MODERNES," travaux de construction tous corps d'etat, batiment vrd."," Imm 1, Sect 1, Lot 24 Ha, Appt Ndeg 2,",Temara (M),33.929956 : -6.91434,63509.0,Tribunal de Rabat,1541967000067.0,Societe a Responsabilite Limitee,societe-les-chantiers-marocains-modernes-180716, 40 000 000 
MEDI CABLE, fabrication et commerce des cables d'energie - import et export., 10 Av Des Far,Casablanca,33.56631 : -7.56361,107829.0,Tribunal de Casablanca,168362000034.0,Societe Anonyme,societe-medi-cable-113133, 80 600 000 
SOCIETE DE DISTRIBUTION AUTOMOBILE MAROCAINE (SDAMA ), importation et commerce de camions et materiels de travaux publics,,,33.601564 : -7.545368,207263.0,Tribunal de Casablanca,1534945000026.0,Societe Anonyme,societe-societe-de-distribution-automobile-marocaine-256962, 10 000 000 
AGRIN MAROC," commerce de grains, engrais, semences et produits herboristes - distribution de materiels et substrats agricoles", Quartier Industriel Sidi Brahim Rue 810 Bp 1683.,Fes,34.0271355112 : -4.98215929071,17325.0,Tribunal de Fes,1589556000026.0,Societe Anonyme,societe-agrin-maroc-sa-32428, 8 000 000 
3G COM, activite de telecommunication," 11, Secteur 22, Bloc G, Rue Anissone, Hay Ryad",Rabat,33.966342 : -6.868057,62069.0,Tribunal de Rabat,193709000097.0,Societe a Responsabilite Limitee,societe-3g-com-177591, 10 000 000 
SOCIETE NOUVELLE HADID, import export - minoterie industrielle - industrie agroalimentaire - commerce de gros de cereales," Zone Industrielle Oulad Zalah, Lot 179 Province De Nouaceur",Oulad Salah,33.414212 : -7.662719,130843.0,Tribunal de Casablanca,102012000088.0,Societe a Responsabilite Limitee,societe-societe-nouvelle-hadid-147191, 50 000 000 
SCANDINAVIAN AUTO MAROC, concessionnaire de vehicules automobiles," Quartier Alsace Loraine, Angle Bd Rahal Meskini & Rue Mohamed Taleb",Casablanca,33.587874 : -7.614248,120951.0,Tribunal de Casablanca,1526343000062.0,Societe a Responsabilite Limitee a Associe Unique,societe-scandinavian-auto-maroc-131101, 50 000 000 
COMPAGNIE SABA," import export des cereales minoterie, achat et vente des produits de farine, cereales legumineuses, minoterie, transformation et conditionnement,", Zone Industruelle Selouane Km2 Route De Taourirt,Selouane,35.068294 : -2.929387,6119.0,Tribunal de Nador,68550000007.0,Societe a Responsabilite Limitee,societe-compagnie-saba-165736, 100 000 000 
MANI METAL, exportation de metaux," Route Des Ouled Ziane Ndeg 80 Entree D, 4deget. Ndeg14",Casablanca,33.585825 : -7.59945,81511.0,Tribunal de Casablanca,38902000059.0,Societe a Responsabilite Limitee a Associe Unique,societe-mani-metal-74750, 15 000 000 
EURAFRIC INFORMATION," - developper, exploiter, maintenir, gerer tout logiciel, tout produit et tout systeme d'information dedies aux metiers de la banque et de l'assurance ; - assurer tous services, prestations, conseils en matiere informatique, conseils en strategie, en organisation et en systeme d'information ainsi que l'audit informatique. elle pourra a cet effet : - acquerir, louer et installer tous locaux necessaires a l'exercice de ses activites ; - acquerir, tant sur le marche local qu'a l'importation, tous equipements et materiels ; - creer, deposer, exploiter, conceder tous logiciels, brevets, procedes, toutes solutions informatiques ; - creer toutes societes, prendre toutes participations dans toutes entreprises, existantes ou en formation, ayant un objet similaire ou connexe au sien ; - plus generalement, effectuer toutes operations de quelque nature qu'elles soient, financieres, civiles et commerciales, se rattachant a son activite ou a tous objets similaires ou connexes, de nature a favoriser directement ou indirectement le but poursuivi par la societe, son extension ou son developpement."," Commune De Bouskoura, Campus Bmce Bank Batiment B2, Bouskoura Green City",Nouaceur (M),33.449332 : -7.648521,189457.0,Tribunal de Casablanca,1538963000083.0,Societe Anonyme a Directoire,societe-eurafric-information-229961, 10 000 000 
OUARGHA FER, commerce de gros de materiaux de construction., Residence Riad Arrida 63 Appartement 34 Marina Center Angle Bd Zerktouni Et Mohamed Ben Abdallah,Casablanca,33.58694440000001 : -7.6111111000000164,451749.0,Tribunal de Casablanca,1530732000093.0,Societe a Responsabilite Limitee a Associe Unique,societe-ouargha-fer-236851, 20 000 000 
EXCEL PLAST, import export - commerce de gros de produits chimiques, Rte Secondaire 1070 Oued Hassare Sidi Hajjaj Tit Mellil,Tit Mellil (M),33.557174 : -7.484752,132913.0,Tribunal de Casablanca,26928000056.0,Societe a Responsabilite Limitee,societe-excel-plast-439599, 10 000 000 
SOCIETE DES PEINTURES ARCOL, la peinture, Tribu Des Ouled Hriz Route Secondaire 1021,Berrechid (M),33.386362 : -7.909757,39.0,Tribunal de Berrechid,85490000079.0,Societe Anonyme,societe-societe-des-peintures-arcol-28541, 134 942 600 
LABORATOIRE PHARMACEUTIQUE IBERMA," laboratoire pharmaceutique, production et commercialisation des specialites pharmaceutiques"," 237, Boulevard Zerktouni, Residence El Kheir, 2eme Etage",Casablanca,33.59061 : -7.63568,70547.0,Tribunal de Casablanca,1528067000074.0,Societe Anonyme,societe-laboratoire-pharmaceutique-iberma-43046, 7 000 000 
SOCIETE DES CAFES SAHARA MAROCAIN," marchand de cafe en gros, l'importation, la torrefaction, le condictionnement et la distribution du cafe, l'importation, l'exportation, la commercialisation de toutes sortes d'epices et de the, l'import, l'export, la comm. de tous produits, denrees et marchandises, l'import, la representation et la"," 28, Rue Ibnou Ghazala La Villette -hay Mohammadi",Casablanca,33.585281 : -7.573592,85815.0,Tribunal de Casablanca,35331000058.0,Societe Anonyme,societe-societe-des-cafes-sahara-marocain-86894, 95 000 000 
DEEPSEA TRADING," l'import et l'export en general - et d'une maniere generale toutes operations commerciales, financieres, mobilieres ou immobilieres pouvant se rattacher directement ou indirectement a l'objet social ou susceptible de favoriser le developpement de la societe", 28-34 Bd Mohamed V,Nador (M),35.181194 : -2.922946,10301.0,Tribunal de Nador,1445430000079.0,Societe a Responsabilite Limitee a Associe Unique,societe-deepsea-trading-294333, 100 000 
TOTAL CALL, centre d'appels, Lotissement Attaoufik Lot Ndeg9 & 10 Imm << Le Shadow >> Sidi Maarouf,Casablanca,33.52482 : -7.65048,140379.0,Tribunal de Casablanca,211105000079.0,Societe a Responsabilite Limitee a Associe Unique,societe-total-call-158487, 16 569 400 
CHERIFIENNE D'ETUDES MINIERES (SACEM), exploitations minieres, Imm Saturne N 5 Avenue De L'armee Royale,Casablanca,33.57287 : -7.55316,4047.0,Tribunal de Casablanca,1568026000015.0,Societe Anonyme,societe-cherifienne-d-etudes-minieres-8402, 24 000 000 
SOFT (SOFT), fabrication de fils," Route 110, Km 11, Boulevard Chefchaouni Quartier Industriel Ain Sebaa.",Ain-Sebaa (AR),33.607914 : -7.536169,38503.0,Tribunal de Casablanca,1610026000042.0,Societe a Responsabilite Limitee,societe-soft-62414, 40 000 000 
CRIT, cabinet de recrutement et de travail temporaire," 67, Boulevard Al Massira Al Khadra (ex Camille ) 1er 3 & 4eme Etage",Casablanca,33.58676 : -7.637355,122453.0,Tribunal de Casablanca,1326000000021.0,Societe a Responsabilite Limitee,societe-crit-134203, 1 500 000 
BGI CONSTRUCTION, 1-construction d'ouvrage (batiment gine civil 2- travaux de confection (operations de delvage ) 3- transport de marchandises par auto, Avenue Hassan Ii Km 15 Route Principale N 1 De Rabat A Casa,Temara (M),33.919645 : -6.923059,60527.0,Tribunal de Rabat,1618014000094.0,Societe a Responsabilite Limitee,societe-bgi-construction-158242, 22 000 000 
ALMA BAT, fabrication et commercialisation des batteries," Bd, Ahl Loghlam Sidi Moumen",Sidi Moumen (AR),33.599474 : -7.469188,206797.0,Tribunal de Casablanca,81177000033.0,Societe Anonyme,societe-alma-bat-270663, 71 000 000 
MINOTERIE DES DOUKKALA, minoterie - fabrication de semoules," Zone Industrielle, Lot Ndeg 207/209",El-Jadida (M),33.254174 : -8.508038,499.0,Tribunal de Eljadida,1532986000054.0,Societe a Responsabilite Limitee,societe-minoterie-des-doukkala-23478, 14 000 000 
SOCIETE MAROCAINE DES EMBALLAGES FANTASIA (SME FANTASIA), fabrication d'emballages en bois - conditionnement en bois, Bd Mohamed V Dcheira B.p. 74 Cp 80350,Dcheira El Jihadia (M),30.369555 : -9.528348,1195.0,Tribunal de Inzegane,1459921000023.0,Societe Anonyme,societe-societe-marocaine-des-emballages-fantasia-96981, 40 000 000 
ISMAWOOD, importateur et distributeur de bois et de materiaux de construction," 11, Avenue Khalid Bnou Loualid. Ain Sebaa",Ain-Sebaa (AR),33.60231 : -7.53777,79947.0,Tribunal de Casablanca,1525926000069.0,Societe Anonyme,societe-ismawood-77008, 50 000 000 
STE NATURE GROWERS, effectuant import export et entrepreneur de gestion d'exploitation agricole.," Ndeg645, Av Ahmed Al Hiba Z.i",Ait Melloul (M),30.3658333 : -9.538055600000007,19773.0,Tribunal de Inzegane,216650000035.0,Societe a Responsabilite Limitee a Associe Unique,societe-ste-nature-growers-374096, 1 000 000 
STE NATURE GROWERS, effectuant import export et entrepreneur de gestion d'exploitation agricole.," Ndeg645, Av Ahmed Al Hiba Z.i",Ait Melloul (M),30.3658333 : -9.538055600000007,19773.0,Tribunal de Inzegane,216650000035.0,Societe a Responsabilite Limitee a Associe Unique,societe-ste-nature-growers-374096, 1 000 000 
MONOTOP SERVICE," la realisation, l'achat, la vente, la commercialisation de tous articles ; - le negoce en general"," 149, Bd Lalla Yacout Ndeg58",Casablanca,33.589266 : -7.609854,209561.0,Tribunal de Casablanca,1438053000020.0,Societe a Responsabilite Limitee,societe-monotop-service-260293, 40 000
CONEDMAR, fabrication et commercialisation de matieres premieres pour textiles (le recyclage)," Zone Industrielle, Allee Ndeg1, Lot Ndeg32, Route De Tetouan",Tanger-Medina (AR),35.735182 : -5.765796,15361.0,Tribunal de Tanger,1527938000065.0,Societe a Responsabilite Limitee,societe-conedmar-104161, 60 000 000 
MULTIGRAIN," importation et exportation de cereales, legumineuse, caroubes aliments de betail et prestations de services(stockage - hangars et silos.)"," Imane Centre Angle Rue La Place Et Boulevard Moulay Abderrhmane 6eme Etage, Bureau 62",Casablanca,33.597313 : -7.604358,186859.0,Tribunal de Casablanca,1534604000018.0,Societe a Responsabilite Limitee a Associe Unique,societe-multigrain-219331, 30 000 000 
CROPENERGY MAROC, entrepreneur de gestion d'exploitation agricole. exportateur des produits agricoles. entrepreneur de conditionnement et d'emballage, Secteur Hydraulique Oukhrib Belfaa Chtouka Ait Baha,Chtouka- Ait Baha,30.0542722424 : -9.5284340337,13853.0,Tribunal de Inzegane,1612265000020.0,Societe a Responsabilite Limitee,societe-cropenergy-maroc-479394, 10 000 000 
COMPLEXE ALIMENTAIRE ZINE, 1 - fabricant couscous et pates alimentaires 2 - entrepreneur de conditionnement 3 - md effectuant import export, Zone Industrielle Du Sahel,Soualem,33.422836 : -7.853125,7077.0,Tribunal de Berrechid,31691000077.0,Societe a Responsabilite Limitee,societe-complexe-alimentaire-zine-357370, 25 000 000 
SCHIELE MAROC (SCHIELE MAROC), vente et installation de materiel electrique," Route De Rabat Km 7,2 Ain Sebaa",Ain-Sebaa (AR),33.609434 : -7.519515,74533.0,Tribunal de Casablanca,84664000071.0,Societe Anonyme,societe-schiele-maroc-41284, 35 000 000 
SCHINDLER MAROC," fabrication, entretien et commercialisation des ascenseurs"," Zone Industrielle Medersa, Lotissement Ndeg1, Immeuble Ndeg3, 1er Etage,",Ain-Chock (AR),32.6981935706 : -8.50823261745,30863.0,Tribunal de Casablanca,1529699000048.0,Societe Anonyme,societe-schindler-maroc-63787, 60 000 000 
METALIMPEX," la negoce des metaux ferreux et non ferreux, plus specialement a l'importation et a l'exportation ; la demolition d'usines, la recuperation et la vente de tous materiaux neufs ou d'occasion, l'acquisition, la location et l'exploitation directe ou indirecte de tous commerces ou d'industrie s'y rattachant ; * la recuperation, l'achat et la vente de tous materiels et materiaux", Lot 67 Zone Franche D'exportation Hot 50,Boukhalef,35.702687 : -5.899702,48523.0,Tribunal de Tanger,213058000019.0,Societe a Responsabilite Limitee a Associe Unique,societe-metalimpex-291451, 1 510 000 
MASSILLY MAROC," fabrication, transformation, commercialisation des articles d'emballage mettalique",,,30.383533 : -9.478895,33133.0,Tribunal de Agadir,1494810000084.0,Societe a Responsabilite Limitee a Associe Unique,societe-massilly-maroc-450013, 93 500 000 
MULTI CHEMICAL INDUSTRY, fabrication et vente des medicaments veterinaires, Lot 157 Z. I Sud-ouest (erac),Mohammedia (M),33.670073 : -7.417525,2829.0,Tribunal de Mohammedia,1428403000028.0,Societe Anonyme,societe-multi-chemical-industry-45940, 6 000 000 
STE COMMERCIALE DE REPRESENTATION INDUSTRIELLE ET MEDICALE (SCRIM), commerce du materiel medical et chirurgical, 22 Rue Al Marinyine Hassan,Hassan (AR),34.020985 : -6.82849,20937.0,Tribunal de Rabat,1603940000046.0,Societe Anonyme,societe-ste-commerciale-de-representation-industrielle-et-medicale-16423, 4 000 000 
KADIR DISTRIBUTION, distribution de materiel sanitaire, 30 Bd Khalid Ibn Oualid Ain Sebaa,Ain-Sebaa (AR),33.59994 : -7.54427,84195.0,Tribunal de Casablanca,1524672000074.0,Societe Anonyme,societe-kadir-distribution-81479, 82 800 000 
AGRICULTURAL MATERIALS COMPANY (AGRIMATCO )," commerce de materiels agricoles - commerce de semences, graines et produits chimiques agricoles", 7eme Etage 27 Residence Al Mountassir Bd Zerktouni Quartier Des Hopitaux,Casablanca,33.58285 : -7.61705,46359.0,Tribunal de Casablanca,1538462000030.0,Societe Anonyme,societe-agricultural-materiels-company-54108, 25 000 000 
HYATT NEGOCE, gardiennage et nettoyage - certifie d iso 9001," Lot N 46 Et Lot N 47, 2eme Etage, Lotissement Z K2, Zone Industrielle, Ain Attig",Ain Attig,33.886662 : -6.987212,126003.0,Tribunal de Temara,1531699000077.0,Societe a Responsabilite Limitee,societe-hyatt-negoce-23148, 20 000 000 
FILMOD, confection de pret-a-porter feminin, Lot 154 Zone Industrielle Ben M'sik Sidi Othmane,Ben M'Sick (AR),33.573358 : -7.552594,172377.0,Tribunal de Casablanca,15295000061.0,Societe a Responsabilite Limitee,societe-filmod-205871, 30 000 000 
MECOMAR (MECOMAR)," fabrication, reparation et commercialisation de materiel de collecte, de manutention et d'assainissement"," 7 Rue Abdelwahed El Marrakchi, Oukacha",Casablanca,33.57523 : -7.56508,78713.0,Tribunal de Casablanca,35461000040.0,Societe Anonyme a Directoire,societe-mecomar-77865, 70 000 000 
DALIA FOODS," la fabrication, la transformation, le conditionnement l'import-export la distribution, et la vente de tous produits alimentaires et plus particulierement la fabrication des pates alimentaires et tous autres produits derives des cereales ; toutes operations de mise en relation, d'intermediaire commercial, de representation, de courtage de tous produits, marchandises ou denrees alimentaires ; la creation et l'exploitation de tous comptoirs, agences et succursales ; la creation et l'acquisition sous toutes ses fommes, l'apport l'echange, la location, la transformation, la mise en valeur de fonds de commerce ; la participation directe ou indirecte de la societe dans toutes operations commerciales pouvant se rattacher a l'un des objets precites par voie de creation de societes nouvelles, comptoirs ou organismes quelconques ou encore par voie d'apport, souscription, achats de titres ou droits sociaux, fusions, associations en participation ou autrement ; et plus generalement, toutes operations commerciales, industrielles, mobilieres, immobilieres et financieres, se rattachant directement ou indirectement aux objets precites, ou susceptibles d'en favoriser la realisation et le developpement, ainsi que toute participation directe ou indirecte, sous quelque forme que ce soit, dans les entreprises poursuivant des buts similaires ou connexes.",,,33.58802 : -7.67178,279199.0,Tribunal de Casablanca,82919000044.0,Societe Anonyme,societe-dalia-foods-363568, 36 000 000 
ELECTRO SERGHINI (ELSER), commerce de gros d'articles de menage, Mag. Rdc Imm. Aladarissa Rue Oujda V.n,Meknes (M),33.895 : -5.554722200000015,21933.0,Tribunal de Meknes,86385000067.0,Societe a Responsabilite Limitee a Associe Unique,societe-electro-serghini-118276, 24 000 000 
INTER TRIDIM," fabrication de la constructions metalliques - importation, exportation et commerce de produits metalliques", Rue F N31 Zone Industriel Berchechid,Berrechid (M),33.270982 : -7.584739,17.0,Tribunal de Berrechid,1539355000072.0,Societe a Responsabilite Limitee,societe-inter-tridim-25994, 15 000 000 
SOCIETE DE CONFECTION VINDI II," vetement etablissement industriel pour la fabrication -transport de marchandise pour compte d'autrui terrestre; maritime et aerien national et international -transport national et international de tous import-export de materiaux et articles de coutures, documents et toutes messageries; -commissionnaire en transport national et international; -transit et dedouanement des marchandises a l'import et a l'export.", Avenue De La Gare Bp138 Code Postal 35100,Guercif (M),34.226586 : -3.349961,35.0,Tribunal de Guercif,1541631000021.0,Societe a Responsabilite Limitee,societe-vindi-ii-28106, 11 500 000 
STE INDUSTRIELLE MAROCAINE D'ENTREPRISE CHIMIQUES (SIMEC), transformation de matiere plastique, 265 Bd My Ismail Roches Noires,Assoukhour Assawda (AR),33.59822 : -7.58306,53697.0,Tribunal de Casablanca,1524642000011.0,Societe a Responsabilite Limitee,societe-ste-industrielle-marocaine-d-entreprise-chimiques-50105, 240 898 400 
